iter	CrossEntropy	F1	Accuracy
500	0.284759928	0.8699636593	0.8784163096
501	0.2845703211	0.8702386597	0.8787117743
502	0.2845025768	0.8704171934	0.8788595066
503	0.2844140782	0.8704171934	0.8788595066
504	0.2842308848	0.8701011378	0.878564042
505	0.2840683964	0.8699636593	0.8784163096
506	0.2839382383	0.8697850822	0.8782685773
507	0.2839229463	0.8699225541	0.8784163096
508	0.2838805211	0.8699225541	0.8784163096
509	0.2837856204	0.8701011378	0.878564042
510	0.2837382731	0.8702386597	0.8787117743
511	0.283608004	0.8699225541	0.8784163096
512	0.2835433972	0.8700600696	0.878564042
513	0.2833922202	0.8700600696	0.878564042
514	0.283310243	0.8700600696	0.878564042
515	0.2832730703	0.8700600696	0.878564042
516	0.2830938136	0.8704171934	0.8788595066
517	0.283004306	0.8704171934	0.8788595066
518	0.2828627043	0.8702386597	0.8787117743
519	0.2827936713	0.8708149084	0.8791549712
520	0.2826991494	0.8707332491	0.8791549712
521	0.2825745628	0.8708708709	0.8793027035
522	0.2824381952	0.8708708709	0.8793027035
523	0.2823911723	0.8706923807	0.8791549712
524	0.2821438976	0.8708708709	0.8793027035
525	0.2819514186	0.8710493047	0.8794504358
526	0.28170611	0.8708149084	0.8791549712
527	0.2815543703	0.8708149084	0.8791549712
528	0.2813726031	0.8708149084	0.8791549712
529	0.2811365364	0.8710900474	0.8794504358
530	0.2810189401	0.871503082	0.8798936327
531	0.2808835331	0.8713653603	0.8797459004
532	0.2807022439	0.8712276821	0.8795981681
533	0.280626369	0.8712276821	0.8795981681
534	0.2806240286	0.8712276821	0.8795981681
535	0.2805295248	0.8712276821	0.8795981681
536	0.2804126807	0.8712276821	0.8795981681
537	0.2802733458	0.8712276821	0.8795981681
538	0.2801465981	0.8714466203	0.8797459004
539	0.2799952352	0.8714466203	0.8797459004
540	0.2798299792	0.8714466203	0.8797459004
541	0.2797110117	0.8714466203	0.8797459004
542	0.2795126448	0.8714466203	0.8797459004
543	0.2793365432	0.8720783323	0.8803368297
544	0.2791689864	0.8722160796	0.880484562
545	0.279135226	0.8722160796	0.880484562
546	0.278987672	0.8720379147	0.8803368297
547	0.2789298344	0.8720379147	0.8803368297
548	0.2787639125	0.8721756992	0.880484562
549	0.2786782867	0.8719974716	0.8803368297
550	0.2785476865	0.8727100442	0.8809277589
551	0.2784639217	0.8730259002	0.8812232235
552	0.2783328943	0.8733017378	0.8815186881
553	0.2782540321	0.8734397219	0.8816664204
554	0.2780589984	0.8733017378	0.8815186881
555	0.2777728022	0.8735377806	0.8818141528
556	0.2775665598	0.8733997155	0.8816664204
557	0.277490358	0.8733997155	0.8816664204
558	0.2772918035	0.8735777497	0.8818141528
559	0.2772242307	0.8737158211	0.8819618851
560	0.2771791815	0.8735777497	0.8818141528
561	0.2770648287	0.8737158211	0.8819618851
562	0.2769890357	0.8738938053	0.8821096174
563	0.2769336045	0.8738938053	0.8821096174
564	0.2768401346	0.8740319267	0.8822573497
565	0.2767960724	0.8742098609	0.882405082
566	0.2767943087	0.8742098609	0.882405082
567	0.2767528464	0.874387739	0.8825528143
568	0.2766691602	0.8742098609	0.882405082
569	0.2765551385	0.8742098609	0.882405082
570	0.27641299	0.874387739	0.8825528143
571	0.276258441	0.8747433265	0.8828482789
572	0.2762570366	0.8747433265	0.8828482789
573	0.276255407	0.8747433265	0.8828482789
574	0.2761363778	0.8748024028	0.8829960112
575	0.2760497128	0.8749802434	0.8831437435
576	0.2758871703	0.8751185583	0.8832914758
577	0.2758859098	0.8751185583	0.8832914758
578	0.2757268363	0.8751185583	0.8832914758
579	0.2756495121	0.8748024028	0.8829960112
580	0.2755979396	0.8748024028	0.8829960112
581	0.2755313046	0.8748024028	0.8829960112
582	0.2754070118	0.8748024028	0.8829960112
583	0.2753533805	0.8744862472	0.8827005466
584	0.2752404726	0.8749407115	0.8831437435
585	0.2751502325	0.8747628083	0.8829960112
586	0.275061263	0.8751185583	0.8832914758
587	0.2749222841	0.875296349	0.8834392082
588	0.2747349619	0.875296349	0.8834392082
589	0.2746360569	0.8754740834	0.8835869405
590	0.2745028383	0.8754347139	0.8835869405
591	0.2744512497	0.8754347139	0.8835869405
592	0.2743737016	0.8758893281	0.8840301374
593	0.2743344382	0.8758893281	0.8840301374
594	0.274153172	0.8754347139	0.8835869405
595	0.2740363592	0.8757508694	0.8838824051
596	0.2737552965	0.875335756	0.8834392082
597	0.2736310037	0.8756517617	0.8837346728
598	0.2735341713	0.8759285601	0.8840301374
599	0.2733562053	0.8761061947	0.8841778697
600	0.2732092046	0.8759677674	0.8840301374
601	0.2730772153	0.8761061947	0.8841778697
602	0.2728895188	0.8759677674	0.8840301374
603	0.272760869	0.876067025	0.8841778697
604	0.2727419632	0.8759285601	0.8840301374
605	0.2726482765	0.8762055336	0.884325602
606	0.2726002578	0.8762055336	0.884325602
607	0.2725565961	0.8762055336	0.884325602
608	0.2725149522	0.8762446657	0.884325602
609	0.2723922955	0.8762837731	0.884325602
610	0.2723473292	0.8764222503	0.8844733343
611	0.2722362749	0.8765997788	0.8846210666
612	0.2721361626	0.8768768769	0.8849165312
613	0.2721103057	0.8768768769	0.8849165312
614	0.271945471	0.8768768769	0.8849165312
615	0.2718392263	0.8770154916	0.8850642636
616	0.2717632856	0.8770154916	0.8850642636
617	0.2717186271	0.8770154916	0.8850642636
618	0.2716685575	0.8770154916	0.8850642636
619	0.271540573	0.8770154916	0.8850642636
620	0.2714289184	0.8770154916	0.8850642636
621	0.2713724534	0.8770154916	0.8850642636
622	0.2713485704	0.8770154916	0.8850642636
623	0.2713136269	0.8771541502	0.8852119959
624	0.271192678	0.8771541502	0.8852119959
625	0.2711070556	0.8774703557	0.8855074605
626	0.2709434467	0.8776091082	0.8856551928
627	0.270819049	0.8776091082	0.8856551928
628	0.2706919473	0.8777479045	0.8858029251
629	0.2705818802	0.8778867447	0.8859506574
630	0.2705417733	0.8778867447	0.8859506574
631	0.2704658206	0.8777479045	0.8858029251
632	0.2703421288	0.8777479045	0.8858029251
633	0.270270201	0.8778867447	0.8859506574
634	0.2700668521	0.8783805156	0.8863938543
635	0.2699568629	0.8784189723	0.8863938543
636	0.269933163	0.8784189723	0.8863938543
637	0.2697810753	0.8788358115	0.8868370513
638	0.2697427709	0.8788358115	0.8868370513
639	0.2696179222	0.8790513834	0.8869847836
640	0.2696169656	0.8790513834	0.8869847836
641	0.2695261612	0.8786584401	0.886689319
642	0.2694061449	0.8790131267	0.8869847836
643	0.2693835128	0.8788358115	0.8868370513
644	0.2693509714	0.8788358115	0.8868370513
645	0.2692822158	0.8786584401	0.886689319
646	0.269168512	0.8788358115	0.8868370513
647	0.2691276794	0.8788358115	0.8868370513
648	0.2690874557	0.8788358115	0.8868370513
649	0.268990502	0.8786968211	0.886689319
650	0.2688327977	0.8785578748	0.8865415866
651	0.2687348889	0.8786968211	0.886689319
652	0.268576629	0.8786584401	0.886689319
653	0.2683268069	0.8793294322	0.8872802482
654	0.2681428444	0.8793675889	0.8872802482
655	0.2680597915	0.8793675889	0.8872802482
656	0.2679543056	0.8792285805	0.8871325159
657	0.2678009876	0.879544736	0.8874279805
658	0.2677112976	0.8797218271	0.8875757128
659	0.2675453097	0.8798608916	0.8877234451
660	0.2675109438	0.8796837945	0.8875757128
661	0.2674352529	0.8798608916	0.8877234451
662	0.2673311017	0.88	0.8878711774
663	0.2671209652	0.880455408	0.8883143744
664	0.2670598783	0.880455408	0.8883143744
665	0.2670179045	0.880455408	0.8883143744
666	0.2669246431	0.8802783489	0.888166642
667	0.2668253183	0.880455408	0.8883143744
668	0.2666632622	0.8805946544	0.8884621067
669	0.2665832496	0.88091096	0.8887575713
670	0.2665129479	0.88091096	0.8887575713
671	0.2664591554	0.88091096	0.8887575713
672	0.2664099912	0.88091096	0.8887575713
673	0.2662633071	0.88091096	0.8887575713
674	0.2661704717	0.881087919	0.8889053036
675	0.2660611031	0.8809486166	0.8887575713
676	0.2659522954	0.8809486166	0.8887575713
677	0.2658025517	0.8809486166	0.8887575713
678	0.2657558114	0.8809486166	0.8887575713
679	0.2655019535	0.8806324111	0.8884621067
680	0.265432029	0.8807716635	0.888609839
681	0.2653209287	0.881087919	0.8889053036
682	0.2652364559	0.8809486166	0.8887575713
683	0.2651089232	0.8807716635	0.888609839
684	0.2650607886	0.8812272655	0.8890530359
685	0.2650400134	0.8812272655	0.8890530359
686	0.2649370826	0.8814041746	0.8892007682
687	0.2647695857	0.8812648221	0.8890530359
688	0.2647434525	0.881087919	0.8889053036
689	0.264669431	0.881087919	0.8889053036
690	0.2646598819	0.881087919	0.8889053036
691	0.2646150998	0.8810503005	0.8889053036
692	0.2644247862	0.8815435711	0.8893485005
693	0.2643540041	0.8816455696	0.8894962328
694	0.2642331055	0.8818598766	0.8896439651
695	0.2641864247	0.8818598766	0.8896439651
696	0.2639898274	0.8819620253	0.8897916974
697	0.263795583	0.8827346099	0.890530359
698	0.2636060294	0.8825577714	0.8903826267
699	0.2634454137	0.8825577714	0.8903826267
700	0.2632781726	0.882380877	0.8902348944
701	0.2632249081	0.8824181041	0.8902348944
702	0.2632153821	0.882380877	0.8902348944
703	0.2632133649	0.882380877	0.8902348944
704	0.2631120108	0.8822412156	0.8900871621
705	0.2629504939	0.8826603325	0.890530359
706	0.2628112728	0.8826231586	0.890530359
707	0.262740749	0.8824461343	0.8903826267
708	0.2626787591	0.8827629911	0.8906780913
709	0.2626111363	0.8828001267	0.8906780913
710	0.2625289836	0.8831538949	0.8909735559
711	0.2624041816	0.8829770388	0.8908258236
712	0.2622459073	0.8826231586	0.890530359
713	0.262076669	0.8828001267	0.8906780913
714	0.2620108202	0.8828001267	0.8906780913
715	0.2619345372	0.8826231586	0.890530359
716	0.2618174317	0.8829399652	0.8908258236
717	0.2616572525	0.8831168831	0.8909735559
718	0.2615276112	0.8836473009	0.8914167528
719	0.2614516006	0.884000633	0.8917122175
720	0.2612947184	0.884000633	0.8917122175
721	0.2611892746	0.8841772152	0.8918599498
722	0.2610717846	0.8841038632	0.8918599498
723	0.2610523505	0.8842805129	0.8920076821
724	0.2609171106	0.8841405508	0.8918599498
725	0.2608542548	0.8842805129	0.8920076821
726	0.2607354285	0.8847736626	0.892450879
727	0.2606435741	0.8849501503	0.8925986113
728	0.2605694366	0.8847736626	0.892450879
729	0.2604261098	0.8849501503	0.8925986113
730	0.2603128521	0.8849501503	0.8925986113
731	0.2602084899	0.8851265823	0.8927463436
732	0.2599991044	0.8855831619	0.8931895406
733	0.2598779213	0.885619364	0.8931895406
734	0.2598476292	0.8857956343	0.8933372729
735	0.2597545785	0.8857956343	0.8933372729
736	0.2596319748	0.8862521753	0.8937804698
737	0.259579388	0.8862521753	0.8937804698
738	0.2594217549	0.8857594937	0.8933372729
739	0.2592876112	0.8862161734	0.8937804698
740	0.259144893	0.8858996677	0.8934850052
741	0.2589566926	0.8863924051	0.8939282021
742	0.2588655624	0.8863924051	0.8939282021
743	0.2588270669	0.8863924051	0.8939282021
744	0.2588095377	0.8862521753	0.8937804698
745	0.2587967572	0.8862521753	0.8937804698
746	0.2587886148	0.8863924051	0.8939282021
747	0.2586206406	0.8864967548	0.8940759344
748	0.2585473355	0.8866729978	0.8942236667
749	0.2584530191	0.886849185	0.894371399
750	0.258381461	0.886849185	0.894371399
751	0.2582984047	0.886849185	0.894371399
752	0.2581535065	0.886849185	0.894371399
753	0.2580881859	0.886849185	0.894371399
754	0.2580868669	0.886849185	0.894371399
755	0.2579344115	0.8870253165	0.8945191313
756	0.2578872821	0.8870253165	0.8945191313
757	0.2576995844	0.8870253165	0.8945191313
758	0.2576799675	0.8867088608	0.8942236667
759	0.2576191965	0.8870253165	0.8945191313
760	0.257618337	0.8870253165	0.8945191313
761	0.257570312	0.8873774122	0.894814596
762	0.2573917535	0.8873774122	0.894814596
763	0.257334234	0.8876582278	0.8951100606
764	0.2573017051	0.8877987023	0.8952577929
765	0.2571868619	0.8879392213	0.8954055252
766	0.2571176452	0.8879392213	0.8954055252
767	0.2569610721	0.8878342034	0.8952577929
768	0.2569507127	0.8878342034	0.8952577929
769	0.2568849633	0.8881152081	0.8955532575
770	0.2568564028	0.8881152081	0.8955532575
771	0.2567864317	0.8877987023	0.8952577929
772	0.2567756794	0.8879392213	0.8954055252
773	0.2567115889	0.8881152081	0.8955532575
774	0.2566434601	0.8879746835	0.8954055252
775	0.2565975863	0.8879746835	0.8954055252
776	0.2565030497	0.8878342034	0.8952577929
777	0.2563542326	0.8879746835	0.8954055252
778	0.2561783235	0.8881506091	0.8955532575
779	0.2561199881	0.8881506091	0.8955532575
780	0.2558925507	0.8879392213	0.8954055252
781	0.2557910076	0.8879392213	0.8954055252
782	0.2555903742	0.8881506091	0.8955532575
783	0.2555172206	0.8881506091	0.8955532575
784	0.2554080922	0.8884670147	0.8958487221
785	0.25524625	0.8886075949	0.8959964544
786	0.2551601493	0.8886428345	0.8959964544
787	0.2550772869	0.8889591901	0.896291919
788	0.2549964891	0.8888185988	0.8961441867
789	0.2549069551	0.8889591901	0.896291919
790	0.2547336086	0.8896628146	0.8970305806
791	0.2546859329	0.8896628146	0.8970305806
792	0.2545939349	0.8895220006	0.8968828483
793	0.2544210732	0.8896628146	0.8970305806
794	0.2542955237	0.8896628146	0.8970305806
795	0.254255817	0.8896628146	0.8970305806
796	0.2541870036	0.8898385565	0.8971783129
797	0.2540162798	0.889697737	0.8970305806
798	0.2539508373	0.889697737	0.8970305806
799	0.2537404469	0.8898734177	0.8971783129
800	0.2535468904	0.889697737	0.8970305806
801	0.2534937091	0.889697737	0.8970305806
802	0.2534516357	0.889697737	0.8970305806
803	0.253353259	0.8898385565	0.8971783129
804	0.2532731187	0.8899794206	0.8973260452
805	0.2532158175	0.8899794206	0.8973260452
806	0.2529773232	0.8902960266	0.8976215098
807	0.2528513805	0.8901551124	0.8974737775
808	0.2527532527	0.8902960266	0.8976215098
809	0.2527193239	0.8902960266	0.8976215098
810	0.25267287	0.8902960266	0.8976215098
811	0.2525849604	0.8902960266	0.8976215098
812	0.2524971783	0.8904369854	0.8977692421
813	0.2524068408	0.8904716682	0.8977692421
814	0.252317534	0.8904716682	0.8977692421
815	0.2521899073	0.8904716682	0.8977692421
816	0.2520640133	0.8906126326	0.8979169744
817	0.2519009251	0.8904369854	0.8977692421
818	0.2518205963	0.8904369854	0.8977692421
819	0.2517711405	0.8905779889	0.8979169744
820	0.2515554305	0.8905779889	0.8979169744
821	0.2515078462	0.8907190371	0.8980647068
822	0.2513685002	0.8905779889	0.8979169744
823	0.2512956948	0.8904369854	0.8977692421
824	0.2511898776	0.8910012674	0.8983601714
825	0.2511357136	0.8910012674	0.8983601714
826	0.2510370184	0.8910357935	0.8983601714
827	0.2507759662	0.8915281077	0.8988033683
828	0.2507569831	0.8915281077	0.8988033683
829	0.2506443035	0.8913869538	0.898655636
830	0.2506122339	0.8915624505	0.8988033683
831	0.2505121221	0.8916693063	0.8989511006
832	0.2503324424	0.8921273562	0.8993942975
833	0.2502042156	0.8921273562	0.8993942975
834	0.2500272953	0.8922686946	0.8995420298
835	0.2499636646	0.8920931707	0.8993942975
836	0.2499216286	0.8917762637	0.8990988329
837	0.2498576643	0.8919518378	0.8992465652
838	0.2497962352	0.8923028191	0.8995420298
839	0.2496329021	0.8924441628	0.8996897622
840	0.2495494377	0.8925855513	0.8998374945
841	0.2494430569	0.8925855513	0.8998374945
842	0.2493969602	0.8925855513	0.8998374945
843	0.2493185047	0.8924100776	0.8996897622
844	0.2492604105	0.8924100776	0.8996897622
845	0.2491686727	0.8925855513	0.8998374945
846	0.2490602219	0.8924441628	0.8996897622
847	0.2490162217	0.8924441628	0.8996897622
848	0.248879383	0.8924100776	0.8996897622
849	0.2487899287	0.8924100776	0.8996897622
850	0.2486749139	0.8922686946	0.8995420298
851	0.2486059775	0.8924100776	0.8996897622
852	0.2485508214	0.8928684628	0.9001329591
853	0.2484342387	0.8928684628	0.9001329591
854	0.2482893354	0.8928344959	0.9001329591
855	0.2482306706	0.8928344959	0.9001329591
856	0.2480856311	0.8925174382	0.8998374945
857	0.2480113074	0.8923418424	0.8996897622
858	0.2478921852	0.8925515055	0.8998374945
859	0.2478634279	0.8925515055	0.8998374945
860	0.2477759579	0.8925515055	0.8998374945
861	0.24764397	0.8925515055	0.8998374945
862	0.2476325752	0.8925515055	0.8998374945
863	0.2476240275	0.8925515055	0.8998374945
864	0.2475625938	0.8925515055	0.8998374945
865	0.2474402696	0.8927269846	0.8999852268
866	0.2473880198	0.8927269846	0.8999852268
867	0.2472781829	0.892936332	0.9001329591
868	0.2471357937	0.8929702343	0.9001329591
869	0.2470996806	0.8929702343	0.9001329591
870	0.2470015708	0.8928288745	0.8999852268
871	0.2469211377	0.8929702343	0.9001329591
872	0.2467838942	0.8929702343	0.9001329591
873	0.2467240532	0.8932530884	0.9004284237
874	0.2465859856	0.8934283452	0.900576156
875	0.2464907878	0.8934283452	0.900576156
876	0.2464458222	0.8937113892	0.9008716206
877	0.2462924067	0.8938529785	0.9010193529
878	0.2461489204	0.8938529785	0.9010193529
879	0.2460859904	0.8937113892	0.9008716206
880	0.2459817318	0.8936035465	0.9007238883
881	0.2458878023	0.8940281958	0.9011670852
882	0.2457906462	0.8941698352	0.9013148176
883	0.2457277373	0.8943450024	0.9014625499
884	0.2456944731	0.894378464	0.9014625499
885	0.2456933169	0.894378464	0.9014625499
886	0.2456350038	0.894378464	0.9014625499
887	0.2455277517	0.894378464	0.9014625499
888	0.2454420232	0.8942033576	0.9013148176
889	0.2453942947	0.8942033576	0.9013148176
890	0.2453029534	0.894378464	0.9014625499
891	0.2452699449	0.894378464	0.9014625499
892	0.2451782563	0.894378464	0.9014625499
893	0.2451718994	0.894378464	0.9014625499
894	0.2450919267	0.8946951702	0.9017580145
895	0.2450681203	0.8945535149	0.9016102822
896	0.2450022549	0.894661809	0.9017580145
897	0.2449648692	0.894520114	0.9016102822
898	0.2449041801	0.894520114	0.9016102822
899	0.2447783433	0.894520114	0.9016102822
900	0.2447772564	0.894520114	0.9016102822
901	0.2446255665	0.894870171	0.9019057468
902	0.244605668	0.894870171	0.9019057468
903	0.2445342818	0.894870171	0.9019057468
904	0.2444039738	0.894520114	0.9016102822
905	0.24436172	0.8952290379	0.9023489437
906	0.2442385169	0.8952290379	0.9023489437
907	0.2441833532	0.8950871632	0.9022012114
908	0.2440066471	0.8953709575	0.902496676
909	0.2439778737	0.8955129221	0.9026444083
910	0.2439363716	0.8955129221	0.9026444083
911	0.2437213944	0.8960709759	0.9030876053
912	0.2436246251	0.8962458419	0.9032353376
913	0.2434472221	0.8960380349	0.9030876053
914	0.2433967664	0.8960380349	0.9030876053
915	0.2432871816	0.8960709759	0.9030876053
916	0.2432485456	0.8960709759	0.9030876053
917	0.2431335555	0.8967046895	0.9036785345
918	0.2430092547	0.8967046895	0.9036785345
919	0.2429403493	0.8965626485	0.9035308022
920	0.2427887687	0.8965626485	0.9035308022
921	0.2426982426	0.8965626485	0.9035308022
922	0.2426535083	0.8965626485	0.9035308022
923	0.2425991388	0.8968467755	0.9038262668
924	0.2425968366	0.8968467755	0.9038262668
925	0.2425707227	0.8967046895	0.9036785345
926	0.242533424	0.8968467755	0.9038262668
927	0.2423827213	0.8968140751	0.9038262668
928	0.2422603842	0.8968140751	0.9038262668
929	0.2422032322	0.8966719493	0.9036785345
930	0.2420266237	0.8969235649	0.9039739991
931	0.2419562566	0.8967813541	0.9038262668
932	0.2418889631	0.8967813541	0.9038262668
933	0.2417631627	0.8975253807	0.9045649283
934	0.241692704	0.8973830293	0.904417196
935	0.2415714899	0.8975253807	0.9045649283
936	0.2414879966	0.8973830293	0.904417196
937	0.2414076975	0.897098462	0.9041217314
938	0.2413067628	0.897098462	0.9041217314
939	0.2411746927	0.89741557	0.904417196
940	0.2410839138	0.897732678	0.9047126607
941	0.2410827346	0.897732678	0.9047126607
942	0.2410625718	0.8975578814	0.9045649283
943	0.2409880542	0.8973830293	0.904417196
944	0.24098038	0.8973830293	0.904417196
945	0.2409170548	0.8973830293	0.904417196
946	0.2408668299	0.8973830293	0.904417196
947	0.2407861172	0.8978750396	0.904860393
948	0.2406356027	0.8981921979	0.9051558576
949	0.2405210811	0.8981921979	0.9051558576
950	0.2404411748	0.8985093562	0.9054513222
951	0.24033476	0.8985093562	0.9054513222
952	0.2402973941	0.898334655	0.9053035899
953	0.2401440973	0.898334655	0.9053035899
954	0.240072978	0.8984771574	0.9054513222
955	0.2400082245	0.8984771574	0.9054513222
956	0.239924114	0.8984771574	0.9054513222
957	0.2397084445	0.8986197049	0.9055990545
958	0.2395625109	0.8987944162	0.9057467868
959	0.2394470481	0.8986197049	0.9055990545
960	0.2393649588	0.8987944162	0.9057467868
961	0.2393292836	0.8989370141	0.9058945191
962	0.2392493791	0.8990796573	0.9060422514
963	0.2391649402	0.898872837	0.9058945191
964	0.2390121329	0.8985875258	0.9055990545
965	0.2389102611	0.8989049357	0.9058945191
966	0.238769065	0.8984771574	0.9054513222
967	0.2386859855	0.8986197049	0.9055990545
968	0.2386369807	0.8989049357	0.9058945191
969	0.2385697701	0.8989049357	0.9058945191
970	0.2384483298	0.8991903477	0.9061899837
971	0.2383248677	0.8993650794	0.9063377161
972	0.2382851506	0.8993650794	0.9063377161
973	0.2381957676	0.8996506828	0.9066331807
974	0.2380941402	0.9001428798	0.9070763776
975	0.2380286954	0.8999682439	0.9069286453
976	0.2379309343	0.8998253691	0.906780913
977	0.2378448081	0.8995397556	0.9064854484
978	0.2377510354	0.8995397556	0.9064854484
979	0.237649377	0.8995397556	0.9064854484
980	0.2375906016	0.8998571655	0.906780913
981	0.2374709762	0.8996825397	0.9066331807
982	0.237384158	0.8995078584	0.9064854484
983	0.2373267888	0.8993650794	0.9063377161
984	0.2372433222	0.8997143764	0.9066331807
985	0.237135226	0.8997143764	0.9066331807
986	0.2369746939	0.8997461929	0.9066331807
987	0.2368603948	0.8998889418	0.906780913
988	0.2367475775	0.8998889418	0.906780913
989	0.2366689828	0.8996825397	0.9066331807
990	0.236638145	0.8996825397	0.9066331807
991	0.2364989863	0.9	0.9069286453
992	0.2364127076	0.8999682439	0.9069286453
993	0.2362695468	0.8999364676	0.9069286453
994	0.236221694	0.8997935525	0.906780913
995	0.2361153981	0.9002541296	0.9072241099
996	0.23601565	0.9002541296	0.9072241099
997	0.2359907777	0.9002541296	0.9072241099
998	0.2359767958	0.9002541296	0.9072241099
999	0.2358674356	0.9004287756	0.9073718422
